case_number,category_top1,index_top1,scores_top1,category_top2,index_top2,scores_top2,category_top3,index_top3,scores_top3,category_top4,index_top4,scores_top4,category_top5,index_top5,scores_top5
340,parachute,701,0.6464183926582336,flamingo,130,0.001348933670669794,umbrella,879,0.001010721898637712,flagpole,557,0.0009628565167076886,seashore,978,0.0009284464176744223
341,parachute,701,0.5752574801445007,balloon,417,0.01042215246707201,flagpole,557,0.0018521995516493917,sulphur butterfly,325,0.0015945077175274491,umbrella,879,0.0012602200731635094
342,parachute,701,0.5374159216880798,ski,795,0.0031925367657095194,mitten,658,0.002048913389444351,alp,970,0.0013148871948942542,Irish wolfhound,170,0.0011293552815914154
343,parachute,701,0.3717848062515259,coil,506,0.00533813564106822,nematode,111,0.001923898933455348,knot,616,0.0019059100886806846,ski,795,0.0016961154760792851
344,parachute,701,0.5505806803703308,matchstick,644,0.0014670008094981313,mitten,658,0.0013645202852785587,airship,405,0.0012727220309898257,ski,795,0.0011815543984994292
345,parachute,701,0.6492375731468201,ski,795,0.015058377757668495,alp,970,0.002136715454980731,snowmobile,802,0.001966741168871522,crash helmet,518,0.0016864730278030038
346,parachute,701,0.7441295385360718,rugby ball,768,0.0039466992020606995,soccer ball,805,0.0038091561291366816,ballplayer,981,0.0029872716404497623,pole,733,0.0025807502679526806
347,parachute,701,0.26872849464416504,balloon,417,0.010148098692297935,hip,989,0.004925729241222143,nematode,111,0.004539213143289089,coil,506,0.003902933094650507
348,parachute,701,0.43731802701950073,ski,795,0.0028514580335468054,seashore,978,0.001609721570275724,umbrella,879,0.001433954224921763,alp,970,0.0014190381625667214
349,parachute,701,0.4136115610599518,seashore,978,0.0016151032177731395,balloon,417,0.0014844585675746202,plastic bag,728,0.0012064443435519934,bib,443,0.0011947513557970524
350,parachute,701,0.5234586596488953,seashore,978,0.0009493777179159224,balloon,417,0.0009272412862628698,panpipe,699,0.0008397263009101152,airship,405,0.0007646130979992449
351,parachute,701,0.33455219864845276,swab,840,0.006027035415172577,diaper,529,0.005268889479339123,bonnet,452,0.0046079386956989765,mask,643,0.0038396380841732025
352,parachute,701,0.38508138060569763,balloon,417,0.002433294663205743,starfish,327,0.00147253239993006,seashore,978,0.0014155283570289612,sulphur butterfly,325,0.0014073464553803205
353,parachute,701,0.5680092573165894,seashore,978,0.001685183378867805,sea cucumber,329,0.0015978383598849177,alp,970,0.0014654620317742229,nematode,111,0.0012888922356069088
354,parachute,701,0.4359913468360901,mitten,658,0.0017537095118314028,balloon,417,0.001652481034398079,ski,795,0.001516262418590486,wool,911,0.0011943456484004855
355,parachute,701,0.4071328639984131,umbrella,879,0.0019692755304276943,Irish wolfhound,170,0.0013345801271498203,Border terrier,182,0.0013239493127912283,balloon,417,0.0012585712829604745
356,parachute,701,0.36042943596839905,balloon,417,0.01623476855456829,quill,749,0.01172576006501913,steel arch bridge,821,0.0016018716851249337,flagpole,557,0.0014899935340508819
357,parachute,701,0.5801292657852173,balloon,417,0.0022047357633709908,nematode,111,0.001955596962943673,seashore,978,0.0015855887904763222,coil,506,0.0015711520100012422
358,parachute,701,0.3708459734916687,balloon,417,0.007274065166711807,Band Aid,419,0.002155489521101117,vulture,23,0.0021454773377627134,spoonbill,129,0.0018067719647660851
359,parachute,701,0.3944382071495056,balloon,417,0.002911814022809267,airship,405,0.0020445880945771933,seashore,978,0.0019625939894467592,Irish wolfhound,170,0.0013421106850728393
360,parachute,701,0.5433031916618347,knot,616,0.007010100409388542,coil,506,0.004580723121762276,nematode,111,0.003480087500065565,necklace,679,0.003097295993939042
361,parachute,701,0.43744248151779175,balloon,417,0.00457092234864831,snowmobile,802,0.003166033187881112,chain saw,491,0.0023920200765132904,sulphur butterfly,325,0.0019033981952816248
362,parachute,701,0.4708268940448761,seashore,978,0.0016482528299093246,steel arch bridge,821,0.0013391455868259072,flagpole,557,0.0012904907343909144,balloon,417,0.001230995636433363
363,parachute,701,0.6557766199111938,knot,616,0.0016665034927427769,balloon,417,0.0011594578390941024,coil,506,0.0011548757320269942,bib,443,0.0010677097598090768
364,parachute,701,0.6927909851074219,flagpole,557,0.005737975239753723,ski,795,0.0017818451160565019,black swan,100,0.0013948858249932528,coil,506,0.0012943611945956945
365,parachute,701,0.4406897723674774,balloon,417,0.0018858998082578182,panpipe,699,0.0018526192288845778,ladybug,301,0.001666357391513884,bib,443,0.0015714835608378053
366,parachute,701,0.47371089458465576,affenpinscher,252,0.0016367263160645962,umbrella,879,0.0015481332084164023,Brabancon griffon,262,0.001406563795171678,wing,908,0.0012992018600925803
367,parachute,701,0.4798572361469269,balloon,417,0.010052471421658993,flagpole,557,0.0043981606140732765,airship,405,0.0024426127783954144,alp,970,0.0023961991537362337
368,parachute,701,0.35501033067703247,balloon,417,0.006396795157343149,bib,443,0.0021214389707893133,lorikeet,90,0.002018247963860631,coil,506,0.0014719413593411446
369,parachute,701,0.46022456884384155,balloon,417,0.006231967825442553,toucan,96,0.005089171230792999,seashore,978,0.0033326935954391956,ibex,350,0.002598449122160673
370,parachute,701,0.583069920539856,ski,795,0.0021962153259664774,flagpole,557,0.001664946204982698,crash helmet,518,0.0012143977219238877,affenpinscher,252,0.0010832332773134112
371,parachute,701,0.5044215321540833,quill,749,0.0033686354290694,balloon,417,0.0032250601798295975,bib,443,0.0018835269147530198,sleeping bag,797,0.0018581527983769774
372,parachute,701,0.4201797544956207,balloon,417,0.0031748665496706963,Band Aid,419,0.0012355758808553219,water buffalo,346,0.0010719499550759792,airship,405,0.0010697311954572797
373,parachute,701,0.20170389115810394,balloon,417,0.01437121257185936,coil,506,0.0030514157842844725,seashore,978,0.002519334899261594,bib,443,0.0019905304070562124
374,parachute,701,0.40685340762138367,ski,795,0.0014827698469161987,Irish wolfhound,170,0.001407479285262525,chimpanzee,367,0.0013137628557160497,hamster,333,0.001282334909774363
375,parachute,701,0.4739869236946106,balloon,417,0.0020467897411435843,affenpinscher,252,0.001664028037339449,ski,795,0.001641278387978673,pick,714,0.0015745119890198112
376,parachute,701,0.5074580907821655,valley,979,0.004508706275373697,alp,970,0.003841086756438017,warplane,895,0.0021294401958584785,starfish,327,0.0019962950609624386
377,parachute,701,0.5974610447883606,quill,749,0.0014661350287497044,balloon,417,0.001205925247631967,flagpole,557,0.0011726507218554616,wing,908,0.0009235601173713803
378,parachute,701,0.4548024833202362,umbrella,879,0.0013546844711527228,ski,795,0.0013218974927440286,balloon,417,0.0011104200966656208,tabby,281,0.0010752264643087983
379,parachute,701,0.4260629117488861,knot,616,0.010583130642771721,nematode,111,0.009212269447743893,balloon,417,0.008451411500573158,coil,506,0.004972081631422043
380,parachute,701,0.436594694852829,seashore,978,0.0021841281559318304,coil,506,0.0017773192375898361,nematode,111,0.0014032291946932673,bib,443,0.0013630869798362255
381,parachute,701,0.4391852617263794,balloon,417,0.006636918522417545,starfish,327,0.005447428673505783,screw,783,0.0035892529413104057,American alligator,50,0.0031390145886689425
382,parachute,701,0.4975863993167877,corn,987,0.0027148230001330376,ear,998,0.0024598506279289722,sulphur butterfly,325,0.0019513786537572742,seashore,978,0.0016617521177977324
383,parachute,701,0.5991858839988708,warplane,895,0.0034959902986884117,wing,908,0.0030639106407761574,valley,979,0.002335112076252699,water snake,58,0.002135748043656349
384,parachute,701,0.46593913435935974,balloon,417,0.0033218872267752886,umbrella,879,0.0020040441304445267,ski,795,0.0013381512835621834,seashore,978,0.0011838003993034363
385,parachute,701,0.6008287072181702,balloon,417,0.002851650584489107,coil,506,0.0024596599396318197,nematode,111,0.0014321329072117805,snowmobile,802,0.0012874139938503504
386,parachute,701,0.392081081867218,balloon,417,0.013124855235219002,umbrella,879,0.003455193480476737,alp,970,0.002776889828965068,airship,405,0.0023326892405748367
387,parachute,701,0.4868718981742859,ski,795,0.007028795778751373,unicycle,880,0.004427340347319841,balloon,417,0.003441808745265007,hook,600,0.0018255319446325302
388,parachute,701,0.6624758839607239,necklace,679,0.0028960115741938353,coil,506,0.0020002948585897684,knot,616,0.0019564444664865732,chain,488,0.0015214168233796954
389,parachute,701,0.6464870572090149,flagpole,557,0.009369753301143646,knot,616,0.002420080592855811,maypole,645,0.0014209415530785918,bow tie,457,0.0013230630429461598
390,parachute,701,0.34241485595703125,lorikeet,90,0.0053935060277581215,ski,795,0.002258039079606533,wing,908,0.001795083866454661,balloon,417,0.0017274253768846393
391,parachute,701,0.5740528702735901,valley,979,0.004862834699451923,mountain bike,671,0.002204970456659794,alp,970,0.0021273852325975895,cliff,972,0.0020581192802637815
392,parachute,701,0.35579952597618103,balloon,417,0.0033600947353988886,airship,405,0.0018966656643897295,flagpole,557,0.0015278648352250457,seashore,978,0.0014456784119829535
393,parachute,701,0.5851240158081055,seashore,978,0.0015228074043989182,snorkel,801,0.0013057959731668234,jellyfish,107,0.0010513706365600228,valley,979,0.0010492730652913451
394,parachute,701,0.4594491422176361,seashore,978,0.0016754531534388661,balloon,417,0.001371661084704101,umbrella,879,0.0010657953098416328,hamster,333,0.0010493065929040313
395,parachute,701,0.5364940762519836,balloon,417,0.005945741198956966,affenpinscher,252,0.0010896576568484306,bib,443,0.0010825509671121836,seashore,978,0.0009987023659050465
396,parachute,701,0.5313695073127747,ski,795,0.0034788723569363356,wing,908,0.001605920260772109,crash helmet,518,0.0014080331893637776,baseball,429,0.0013213858474045992
397,parachute,701,0.2958461344242096,cock,7,0.0021813283674418926,Irish wolfhound,170,0.0018901062430813909,hamster,333,0.0018465446773916483,Brabancon griffon,262,0.0018014530651271343
398,parachute,701,0.4603227972984314,balloon,417,0.002514753956347704,flagpole,557,0.0019530898425728083,Irish wolfhound,170,0.0014903112314641476,Border terrier,182,0.0013321887236088514
399,parachute,701,0.45958003401756287,balloon,417,0.001732572796754539,spoonbill,129,0.001684627030044794,flagpole,557,0.0014308837708085775,sulphur butterfly,325,0.0012374083744361997
400,parachute,701,0.5177980065345764,balloon,417,0.001908514299429953,wing,908,0.0017002974636852741,toucan,96,0.0011851879535242915,ski,795,0.0011491646291688085
401,parachute,701,0.445793092250824,nematode,111,0.002305512083694339,balloon,417,0.002288328716531396,seashore,978,0.0019786229822784662,steel arch bridge,821,0.0016909684054553509
402,parachute,701,0.5307111740112305,valley,979,0.004312728065997362,alp,970,0.002830702345818281,balloon,417,0.002807888900861144,ibex,350,0.0019989607390016317
403,parachute,701,0.43182045221328735,flagpole,557,0.006659245118498802,bib,443,0.0031152016017585993,balloon,417,0.0026168087497353554,plastic bag,728,0.0024866675958037376
404,parachute,701,0.3650720715522766,umbrella,879,0.0034297506790608168,balloon,417,0.002442652126774192,hamster,333,0.0013998373178765178,seashore,978,0.0013127510901540518
405,parachute,701,0.3729754686355591,balloon,417,0.0029263023752719164,panpipe,699,0.0013534905156120658,seashore,978,0.0013072595465928316,spider web,815,0.0011683121556416154
406,parachute,701,0.434557169675827,affenpinscher,252,0.001392041682265699,Irish wolfhound,170,0.0013768607750535011,Brabancon griffon,262,0.0013428691308945417,Yorkshire terrier,187,0.0012418709229677916
407,parachute,701,0.45977717638015747,flagpole,557,0.001906419638544321,balloon,417,0.0012356590013951063,ski,795,0.001197308418340981,red wine,966,0.0011863340623676777
408,parachute,701,0.5567566752433777,ballplayer,981,0.014556839130818844,baseball,429,0.014406600035727024,soccer ball,805,0.0029864918906241655,macaw,88,0.002257402054965496
409,parachute,701,0.4077548682689667,balloon,417,0.002515263156965375,chimpanzee,367,0.0010953278979286551,flagpole,557,0.0010855692671611905,panpipe,699,0.0010771797969937325
410,parachute,701,0.4831414818763733,balloon,417,0.0012077592546120286,seashore,978,0.0011878989171236753,umbrella,879,0.0011561650317162275,ear,998,0.0010518355993553996
411,parachute,701,0.485686331987381,ski,795,0.0024609509855508804,balloon,417,0.0012246642727404833,nematode,111,0.0010981945088133216,seashore,978,0.0010939547792077065
412,parachute,701,0.6151137351989746,umbrella,879,0.003589651547372341,balloon,417,0.001889218227006495,flagpole,557,0.0017506246222183108,bib,443,0.0014431496383622289
413,parachute,701,0.5578339099884033,plastic bag,728,0.003933229949325323,ibex,350,0.0018972173565998673,coil,506,0.0018302847165614367,stinkhorn,994,0.0011655574198812246
414,parachute,701,0.4897998571395874,ant,310,0.004169677384197712,ski,795,0.0021126384381204844,balloon,417,0.0016646746080368757,hip,989,0.0015331372851505876
415,parachute,701,0.5740514993667603,balloon,417,0.003375297412276268,ski,795,0.0031989039853215218,crash helmet,518,0.0015681344084441662,bib,443,0.0015259574865922332
416,parachute,701,0.3502293825149536,balloon,417,0.0147766238078475,macaw,88,0.005766876507550478,bib,443,0.003396479180082679,hip,989,0.003229568712413311
417,parachute,701,0.5974977612495422,balloon,417,0.001581330318003893,ladybug,301,0.0013440070906654,seashore,978,0.0011114352382719517,toucan,96,0.0010583630064502358
418,parachute,701,0.4448074698448181,balloon,417,0.0018662490183487535,affenpinscher,252,0.0018629938131198287,ski,795,0.0016573603497818112,Brabancon griffon,262,0.0015753236366435885
419,parachute,701,0.4143185317516327,toucan,96,0.001614907174371183,hamster,333,0.0015711223240941763,wombat,106,0.001530325971543789,Chesapeake Bay retriever,209,0.0013277430552989244
420,parachute,701,0.5181407332420349,bib,443,0.0014082514680922031,balloon,417,0.0013744124444201589,seashore,978,0.0013137806672602892,Brabancon griffon,262,0.0011026865104213357
421,parachute,701,0.4281325936317444,umbrella,879,0.0020343130454421043,swimming trunks,842,0.0019895436707884073,stinkhorn,994,0.00184192496817559,balloon,417,0.0018316248897463083
422,parachute,701,0.4232282340526581,swimming trunks,842,0.0017359951743856072,sleeping bag,797,0.0012293432373553514,Irish wolfhound,170,0.0011892191832885146,Border terrier,182,0.0011568805202841759
423,parachute,701,0.5051286816596985,water snake,58,0.002351026516407728,seashore,978,0.002160743111744523,coral reef,973,0.002059046644717455,lakeside,975,0.001903471420519054
424,parachute,701,0.6109097599983215,bib,443,0.002996646799147129,diaper,529,0.002664028899744153,nematode,111,0.0024952320381999016,umbrella,879,0.002281506545841694
425,parachute,701,0.6419104933738708,valley,979,0.0010555307380855083,alp,970,0.0010542006930336356,seashore,978,0.0009317246731370687,umbrella,879,0.0009161321795545518
426,parachute,701,0.4847141206264496,balloon,417,0.005555637180805206,umbrella,879,0.0018364278366789222,seashore,978,0.0015261081280186772,coil,506,0.0013137756614014506
427,parachute,701,0.38121819496154785,flagpole,557,0.0016071596182882786,balloon,417,0.0015866581816226244,Irish wolfhound,170,0.0013494486920535564,bib,443,0.0012270990991964936
428,parachute,701,0.7211921215057373,ski,795,0.005292919930070639,bow,456,0.002542233793064952,hummingbird,94,0.0015168909449130297,wing,908,0.0014482910046353936
429,parachute,701,0.4294540286064148,bib,443,0.0014087929157540202,seashore,978,0.001301875920034945,balloon,417,0.0011555897071957588,toucan,96,0.0011464027920737863
430,parachute,701,0.4064261019229889,flagpole,557,0.0021049848292022943,balloon,417,0.001336866756901145,steel arch bridge,821,0.0012403352884575725,seashore,978,0.0011576780816540122
431,parachute,701,0.4455147981643677,balloon,417,0.0038839150220155716,ski,795,0.001646564924158156,bib,443,0.0014808623818680644,seashore,978,0.0014682888286188245
432,parachute,701,0.6060847640037537,balloon,417,0.001368929399177432,seashore,978,0.0009161040652543306,flagpole,557,0.0008536985260434449,airship,405,0.0007942962110973895
433,parachute,701,0.546572744846344,balloon,417,0.003639490343630314,flagpole,557,0.001219690777361393,umbrella,879,0.0012012942461296916,panpipe,699,0.0011016323696821928
434,parachute,701,0.48365771770477295,balloon,417,0.010565022937953472,lorikeet,90,0.0019176750211045146,hip,989,0.0018007246544584632,ski,795,0.0013390242820605636
435,parachute,701,0.5979539752006531,ski,795,0.002050517126917839,Irish wolfhound,170,0.0012473957613110542,crash helmet,518,0.0011500988621264696,alp,970,0.0010728159686550498
436,parachute,701,0.4398740828037262,ski,795,0.0015440140850842,lorikeet,90,0.0015153338899835944,sulphur butterfly,325,0.0014540354022756219,seashore,978,0.0013651155168190598
437,parachute,701,0.3685987889766693,sea cucumber,329,0.0016218748642131686,nematode,111,0.001605228753760457,seashore,978,0.001557186827994883,balloon,417,0.0014689397066831589
438,parachute,701,0.6736564636230469,umbrella,879,0.005430128891021013,balloon,417,0.003892136737704277,hook,600,0.0029379406478255987,ant,310,0.001712642377242446
439,parachute,701,0.6434575319290161,balloon,417,0.0028762465808540583,water snake,58,0.0018460736609995365,valley,979,0.001684232265688479,alp,970,0.0015990374376997352
440,parachute,701,0.5567015409469604,bib,443,0.002568984404206276,nematode,111,0.0016289509367197752,balloon,417,0.001551029970869422,hook,600,0.001513346447609365
441,parachute,701,0.5132942795753479,balloon,417,0.001885981415398419,flagpole,557,0.0012833592481911182,Irish wolfhound,170,0.0012033000821247697,polecat,358,0.001080140471458435
442,parachute,701,0.3384317457675934,lorikeet,90,0.0020998436957597733,necklace,679,0.0018207172397524118,ski,795,0.0016568249557167292,balloon,417,0.0016487514367327094
443,parachute,701,0.6317849159240723,coil,506,0.009048753418028355,knot,616,0.004114145878702402,necklace,679,0.003887597005814314,ant,310,0.0018491531955078244
444,parachute,701,0.7293595671653748,wing,908,0.0017840915825217962,umbrella,879,0.0017776385648176074,ladybug,301,0.001165300840511918,spoonbill,129,0.0010245626326650381
445,parachute,701,0.4942680597305298,balloon,417,0.0014929197495803237,Brabancon griffon,262,0.0012068523792549968,affenpinscher,252,0.0011553062358871102,pug,254,0.0010852846316993237
446,parachute,701,0.3972429633140564,balloon,417,0.0019274372607469559,lorikeet,90,0.0018079421715810895,baseball,429,0.0014789975248277187,pick,714,0.0014287828234955668
447,parachute,701,0.4313725233078003,ski,795,0.0026019220240414143,panpipe,699,0.0011782139772549272,seashore,978,0.0011496993247419596,black swan,100,0.0010810152161866426
448,parachute,701,0.5651372671127319,ski,795,0.0017370429122820497,snowmobile,802,0.0015396010130643845,flagpole,557,0.0013343739556148648,balloon,417,0.0012728176079690456
449,parachute,701,0.6424469947814941,balloon,417,0.003156728344038129,soccer ball,805,0.0014605022734031081,football helmet,560,0.0014117209939286113,ballplayer,981,0.0013213464990258217
450,parachute,701,0.795953094959259,valley,979,0.0010074794990941882,alp,970,0.0008396731573157012,balloon,417,0.0008174600661732256,seashore,978,0.0007240955019369721
451,parachute,701,0.2940644919872284,coil,506,0.028383979573845863,knot,616,0.020782742649316788,nematode,111,0.006238720379769802,hook,600,0.006010441575199366
452,parachute,701,0.2881770730018616,starfish,327,0.003945831209421158,nematode,111,0.0030549291986972094,seashore,978,0.001998359337449074,hook,600,0.0018958584405481815
453,parachute,701,0.3298064172267914,ski,795,0.006135997362434864,balloon,417,0.003243038896471262,alp,970,0.0027287194970995188,lorikeet,90,0.0024642900098115206
454,parachute,701,0.3806264102458954,hip,989,0.014010767452418804,sombrero,808,0.006108810659497976,balloon,417,0.005265297833830118,umbrella,879,0.004355238284915686
455,parachute,701,0.3791988492012024,balloon,417,0.00489266449585557,sulphur butterfly,325,0.0014957459643483162,nematode,111,0.001450599287636578,starfish,327,0.001314579858444631
456,parachute,701,0.45551741123199463,quill,749,0.0016667909221723676,steel arch bridge,821,0.0016287800390273333,seashore,978,0.0013442781055346131,Norwich terrier,186,0.0012243923265486956
457,parachute,701,0.35948413610458374,balloon,417,0.0041855196468532085,panpipe,699,0.00399112468585372,airship,405,0.00326464488171041,ear,998,0.0021323065739125013
458,parachute,701,0.36670827865600586,balloon,417,0.0026963611599057913,seashore,978,0.0023647353518754244,nematode,111,0.0018033089581876993,umbrella,879,0.0016713093500584364
459,parachute,701,0.5395236611366272,balloon,417,0.006771564949303865,airship,405,0.001602223259396851,flagpole,557,0.0015098139410838485,hamster,333,0.0013909874251112342
460,parachute,701,0.627497136592865,balloon,417,0.0019113084999844432,warplane,895,0.0011707162484526634,bib,443,0.0011601930018514395,whistle,902,0.0011131789069622755
461,parachute,701,0.4032976031303406,flagpole,557,0.004607467912137508,balloon,417,0.003304338315501809,pole,733,0.0017131281783804297,bib,443,0.0016186911379918456
462,parachute,701,0.4573669731616974,ski,795,0.003679921617731452,crash helmet,518,0.0019544363021850586,snowmobile,802,0.0016471310518682003,wing,908,0.0015268918359652162
463,parachute,701,0.3974493145942688,alp,970,0.0027039633132517338,valley,979,0.002396643627434969,seashore,978,0.002036904916167259,cliff,972,0.0018764009000733495
464,parachute,701,0.7359147667884827,balloon,417,0.0022506697569042444,sleeping bag,797,0.0011250677052885294,swing,843,0.0007067648111842573,sulphur butterfly,325,0.0006682468811050057
465,parachute,701,0.5456162095069885,ski,795,0.0013073139125481248,seashore,978,0.0011414126493036747,Irish wolfhound,170,0.0009646613034419715,hamster,333,0.000904359738342464
466,parachute,701,0.57813960313797,crane,517,0.0015204062219709158,ski,795,0.001376030850224197,wing,908,0.0011871338356286287,baseball,429,0.001122716348618269
467,parachute,701,0.39616402983665466,balloon,417,0.008758443407714367,pick,714,0.0025881114415824413,umbrella,879,0.002511069644242525,bib,443,0.001649409532546997
468,parachute,701,0.6067357659339905,coil,506,0.004542691633105278,balloon,417,0.0031252368353307247,knot,616,0.0024055414833128452,ski,795,0.0015374814392998815
469,parachute,701,0.43733909726142883,flagpole,557,0.004608926363289356,umbrella,879,0.0035189606714993715,balloon,417,0.002581549808382988,seashore,978,0.0017121372511610389
470,parachute,701,0.42504021525382996,coil,506,0.006838392466306686,bib,443,0.003703538328409195,knot,616,0.003062058473005891,nematode,111,0.0023582770954817533
471,parachute,701,0.34327054023742676,umbrella,879,0.0015774609055370092,seashore,978,0.0015159547328948975,Irish wolfhound,170,0.0014126594178378582,Brabancon griffon,262,0.0013970246072858572
472,parachute,701,0.44804105162620544,ski,795,0.0016437291633337736,flagpole,557,0.0014209826476871967,hamster,333,0.0012579752365127206,balloon,417,0.0012254894245415926
473,parachute,701,0.4086255133152008,balloon,417,0.004829996265470982,umbrella,879,0.004717104136943817,bib,443,0.0016344856703653932,seashore,978,0.0015068131033331156
474,parachute,701,0.3016723692417145,seashore,978,0.001615250250324607,panpipe,699,0.0015581350307911634,ski,795,0.0015160181792452931,chimpanzee,367,0.0013046421809121966
475,parachute,701,0.4987001419067383,spoonbill,129,0.0011906193103641272,flagpole,557,0.0011389961000531912,seashore,978,0.000996712245978415,Band Aid,419,0.000988840707577765
476,parachute,701,0.5108250975608826,hamster,333,0.0014307470992207527,Irish wolfhound,170,0.001244206796400249,wombat,106,0.0012113688280805945,toy poodle,265,0.0011922181583940983
477,parachute,701,0.5441272854804993,snowmobile,802,0.0018124961061403155,plastic bag,728,0.001165306894108653,ski,795,0.0010491273133084178,crash helmet,518,0.0010458830511197448
478,parachute,701,0.3346954584121704,cock,7,0.0036801756359636784,balloon,417,0.003414073958992958,hen,8,0.0024547011125832796,seashore,978,0.002138940617442131
479,parachute,701,0.36414024233818054,balloon,417,0.0048694973811507225,umbrella,879,0.002091735601425171,ski,795,0.001925994991324842,alp,970,0.001810960122384131
480,parachute,701,0.47825026512145996,macaque,373,0.0013351173838600516,Bedlington terrier,181,0.0012893412495031953,Chesapeake Bay retriever,209,0.001268382533453405,chimpanzee,367,0.0012014699168503284
481,parachute,701,0.4516724944114685,unicycle,880,0.0020065365824848413,bib,443,0.0018189889378845692,water snake,58,0.0013934825547039509,seashore,978,0.00134648522362113
482,parachute,701,0.6167910695075989,flagpole,557,0.001945948344655335,diaper,529,0.0014264212222769856,bib,443,0.0011845307890325785,sleeping bag,797,0.0011152379447594285
483,parachute,701,0.6948786377906799,nematode,111,0.012193795293569565,balloon,417,0.006249540485441685,flagpole,557,0.0023248007055372,European gallinule,136,0.0021954376716166735
484,parachute,701,0.6118660569190979,umbrella,879,0.0018287251004949212,valley,979,0.001800306374207139,seashore,978,0.001785808359272778,water snake,58,0.0015447500627487898
485,parachute,701,0.2883310317993164,ski,795,0.004819340538233519,crash helmet,518,0.0033779903315007687,baseball,429,0.0022809968795627356,alp,970,0.002247933531180024
486,parachute,701,0.1498991847038269,ski,795,0.003509633941575885,seashore,978,0.002267249161377549,alp,970,0.0017368198605254292,purse,748,0.0017078249948099256
487,parachute,701,0.4846254587173462,balloon,417,0.025831595063209534,spoonbill,129,0.02009165845811367,ski,795,0.001975991763174534,wing,908,0.00181447749491781
488,parachute,701,0.5657060742378235,umbrella,879,0.0048447102308273315,sulphur butterfly,325,0.003214755328372121,seashore,978,0.0016793044051155448,ski,795,0.0013797334395349026
489,parachute,701,0.4349058270454407,knot,616,0.0038742090109735727,coil,506,0.0023920973762869835,panpipe,699,0.002372229006141424,Brabancon griffon,262,0.0017400960205122828
490,parachute,701,0.3947461247444153,airship,405,0.0017701875185593963,flagpole,557,0.0014633394312113523,hamster,333,0.0014427697751671076,seashore,978,0.001413736492395401
491,parachute,701,0.455179363489151,flagpole,557,0.0025209507439285517,sulphur butterfly,325,0.002307239454239607,dishrag,533,0.0016112357843667269,Brabancon griffon,262,0.0014009630540385842
492,parachute,701,0.48442739248275757,balloon,417,0.0014933705097064376,nematode,111,0.0014827597187831998,seashore,978,0.001367530901916325,airship,405,0.0012221563374623656
493,parachute,701,0.5847076177597046,valley,979,0.005478999111801386,lakeside,975,0.001568320905789733,water snake,58,0.0014323137002065778,cliff,972,0.001363092102110386
494,parachute,701,0.5880370140075684,alp,970,0.0022817591670900583,valley,979,0.0021900199353694916,seashore,978,0.0016066670650616288,cliff,972,0.0013412535190582275
495,parachute,701,0.4078267514705658,balloon,417,0.003972821868956089,seashore,978,0.0016378284199163318,alp,970,0.001252292306162417,hip,989,0.0012374452780932188
496,parachute,701,0.41598719358444214,coil,506,0.005429382435977459,balloon,417,0.0050800880417227745,knot,616,0.0036216548178344965,seashore,978,0.002553703961893916
497,parachute,701,0.6450969576835632,seashore,978,0.0011655474081635475,Irish wolfhound,170,0.0009194998419843614,balloon,417,0.0009113680571317673,steel arch bridge,821,0.0007638701354153454
498,parachute,701,0.583370566368103,seashore,978,0.0013978831702843308,Chesapeake Bay retriever,209,0.0009414207306690514,coral reef,973,0.0008922929991967976,balloon,417,0.0008699634345248342
499,parachute,701,0.40977439284324646,nematode,111,0.00170596269890666,seashore,978,0.0014636002015322447,ski,795,0.0012990692630410194,Irish wolfhound,170,0.0012162438360974193
